Recency,Frequency,Monetary,Cluster,Segment
78,4,1259.56,0,High Value Customers
164,2,508.8,2,At-Risk Customers
307,2,457.91,2,At-Risk Customers
219,1,203.86999999999998,2,At-Risk Customers
22,2,696.41,1,Regular Customers
115,3,653.38,1,Regular Customers
126,5,2129.96,0,High Value Customers
36,1,281.62,1,Regular Customers
1,3,1031.41,1,Regular Customers
163,1,32.65,2,At-Risk Customers
185,2,771.85,2,At-Risk Customers
16,5,1214.72,0,High Value Customers
12,3,778.94,1,Regular Customers
3,7,1258.06,0,High Value Customers
44,2,778.0,1,Regular Customers
80,1,507.84,1,Regular Customers
42,2,463.46000000000004,1,Regular Customers
50,3,598.83,1,Regular Customers
16,6,1979.37,0,High Value Customers
46,2,698.41,1,Regular Customers
19,2,759.17,1,Regular Customers
72,1,100.8,1,Regular Customers
128,3,524.9200000000001,1,Regular Customers
33,2,265.76,1,Regular Customers
313,1,403.3,2,At-Risk Customers
18,2,365.76,1,Regular Customers
88,1,303.15999999999997,1,Regular Customers
2,7,2373.82,0,High Value Customers
2,2,216.29999999999998,1,Regular Customers
254,1,388.45000000000005,2,At-Risk Customers
157,3,186.42000000000002,2,At-Risk Customers
37,6,2248.56,0,High Value Customers
220,1,534.24,2,At-Risk Customers
148,3,2940.04,0,High Value Customers
177,2,120.9,2,At-Risk Customers
40,2,541.53,1,Regular Customers
2,7,2520.86,0,High Value Customers
1,7,1721.4,0,High Value Customers
18,2,486.71999999999997,1,Regular Customers
192,4,517.53,2,At-Risk Customers
204,1,131.7,2,At-Risk Customers
127,5,1737.7,0,High Value Customers
15,1,316.5,1,Regular Customers
43,2,657.3,1,Regular Customers
94,6,622.4300000000001,0,High Value Customers
23,3,757.46,1,Regular Customers
60,2,675.69,1,Regular Customers
16,5,1896.41,0,High Value Customers
158,1,289.96000000000004,2,At-Risk Customers
10,2,763.28,1,Regular Customers
10,2,137.0,1,Regular Customers
16,5,1870.97,0,High Value Customers
45,5,1125.07,0,High Value Customers
191,3,710.29,2,At-Risk Customers
79,1,194.37,1,Regular Customers
78,1,511.82,1,Regular Customers
4,4,1255.59,0,High Value Customers
65,3,414.04,1,Regular Customers
261,1,396.87,2,At-Risk Customers
59,2,376.64,1,Regular Customers
1,7,2092.32,0,High Value Customers
248,1,374.57,2,At-Risk Customers
8,2,497.56,1,Regular Customers
76,1,272.22,1,Regular Customers
290,1,622.88,2,At-Risk Customers
17,3,1138.0,1,Regular Customers
221,2,288.6,2,At-Risk Customers
9,4,689.1,1,Regular Customers
3,2,558.96,1,Regular Customers
206,9,2997.0299999999997,0,High Value Customers
162,2,1145.84,2,At-Risk Customers
76,1,302.2,1,Regular Customers
262,2,605.58,2,At-Risk Customers
281,1,387.31,2,At-Risk Customers
25,1,308.48,1,Regular Customers
29,10,2924.9900000000002,0,High Value Customers
72,1,513.2,1,Regular Customers
128,1,208.65,1,Regular Customers
31,4,639.02,1,Regular Customers
15,5,768.08,1,Regular Customers
309,1,153.94,2,At-Risk Customers
17,6,1844.02,0,High Value Customers
54,1,546.81,1,Regular Customers
30,3,723.2099999999999,1,Regular Customers
2,5,1070.71,0,High Value Customers
11,4,652.74,1,Regular Customers
5,4,1195.8999999999999,0,High Value Customers
54,4,939.37,1,Regular Customers
1,10,2385.0,0,High Value Customers
190,1,296.7,2,At-Risk Customers
54,1,223.36,1,Regular Customers
280,1,164.4,2,At-Risk Customers
177,1,76.5,2,At-Risk Customers
30,2,897.62,1,Regular Customers
26,1,98.42,1,Regular Customers
25,2,578.9,1,Regular Customers
270,1,170.75,2,At-Risk Customers
43,3,645.96,1,Regular Customers
234,1,103.3,2,At-Risk Customers
24,2,148.86,1,Regular Customers
197,3,267.16,2,At-Risk Customers
60,4,930.41,1,Regular Customers
130,1,1487.6,1,Regular Customers
1,5,1952.45,0,High Value Customers
20,2,483.26,1,Regular Customers
206,1,157.9,2,At-Risk Customers
14,3,541.46,1,Regular Customers
95,4,854.95,1,Regular Customers
19,1,167.62,1,Regular Customers
14,7,1122.38,0,High Value Customers
24,3,454.01,1,Regular Customers
8,2,901.21,1,Regular Customers
50,4,1498.51,0,High Value Customers
71,4,226.75000000000003,1,Regular Customers
29,3,380.6,1,Regular Customers
243,1,185.65,2,At-Risk Customers
218,1,143.45999999999998,2,At-Risk Customers
5,3,448.90000000000003,1,Regular Customers
253,3,215.72,2,At-Risk Customers
236,1,175.27,2,At-Risk Customers
7,2,1242.3,1,Regular Customers
109,4,1133.07,1,Regular Customers
100,3,1240.2,1,Regular Customers
60,4,2404.17,0,High Value Customers
2,3,1479.22,0,High Value Customers
73,7,2225.9700000000003,0,High Value Customers
85,2,993.18,1,Regular Customers
12,2,388.79,1,Regular Customers
23,7,2827.93,0,High Value Customers
214,1,2044.3700000000001,2,At-Risk Customers
18,1,161.67000000000002,1,Regular Customers
239,1,116.00999999999999,2,At-Risk Customers
78,1,394.72,1,Regular Customers
217,2,309.36,2,At-Risk Customers
33,2,193.42,1,Regular Customers
41,5,1112.22,0,High Value Customers
53,6,2048.45,0,High Value Customers
57,1,390.07,1,Regular Customers
130,3,329.6,1,Regular Customers
174,3,571.1999999999999,2,At-Risk Customers
6,3,971.58,1,Regular Customers
312,1,218.52,2,At-Risk Customers
60,1,81.44,1,Regular Customers
21,3,1379.9,1,Regular Customers
33,1,527.0500000000001,1,Regular Customers
15,2,843.48,1,Regular Customers
18,4,2047.0,0,High Value Customers
81,1,75.75,1,Regular Customers
6,8,1814.12,0,High Value Customers
170,2,503.59999999999997,2,At-Risk Customers
2,3,528.33,1,Regular Customers
31,4,1324.84,0,High Value Customers
36,9,2361.9700000000003,0,High Value Customers
19,1,285.56,1,Regular Customers
31,2,547.0600000000001,1,Regular Customers
276,1,108.5,2,At-Risk Customers
87,1,621.66,1,Regular Customers
120,2,712.29,1,Regular Customers
1,11,2895.64,0,High Value Customers
219,3,1008.39,2,At-Risk Customers
65,1,133.06,1,Regular Customers
61,4,1797.5,0,High Value Customers
138,1,868.49,1,Regular Customers
21,1,166.08,1,Regular Customers
37,4,1207.56,0,High Value Customers
277,1,117.55,2,At-Risk Customers
11,7,2638.94,0,High Value Customers
73,5,1674.69,0,High Value Customers
26,2,595.42,1,Regular Customers
141,1,196.0,2,At-Risk Customers
26,7,1802.91,0,High Value Customers
19,2,604.64,1,Regular Customers
4,2,728.16,1,Regular Customers
66,5,2055.51,0,High Value Customers
1,2,347.75,1,Regular Customers
228,1,205.7,2,At-Risk Customers
16,4,1572.71,0,High Value Customers
2,6,1629.12,0,High Value Customers
74,2,551.04,1,Regular Customers
4,6,1387.68,0,High Value Customers
264,1,298.11,2,At-Risk Customers
53,2,1992.1100000000001,0,High Value Customers
24,1,184.4,1,Regular Customers
10,6,2474.33,0,High Value Customers
44,1,239.41,1,Regular Customers
127,4,740.9399999999999,1,Regular Customers
137,1,200.47,2,At-Risk Customers
142,1,283.12,2,At-Risk Customers
132,2,765.34,1,Regular Customers
38,8,2285.71,0,High Value Customers
236,1,338.95,2,At-Risk Customers
261,1,154.95,2,At-Risk Customers
17,4,2534.64,0,High Value Customers
253,1,417.95,2,At-Risk Customers
30,4,1824.37,0,High Value Customers
35,3,798.74,1,Regular Customers
169,2,885.19,2,At-Risk Customers
3,9,1823.52,0,High Value Customers
185,2,152.4,2,At-Risk Customers
188,2,267.08,2,At-Risk Customers
170,1,137.45,2,At-Risk Customers
11,2,385.1,1,Regular Customers
45,1,522.91,1,Regular Customers
321,1,153.0,2,At-Risk Customers
201,1,326.4,2,At-Risk Customers
232,1,139.35,2,At-Risk Customers
26,4,1195.94,0,High Value Customers
96,4,2424.04,0,High Value Customers
71,3,1033.0,1,Regular Customers
15,1,1060.25,1,Regular Customers
4,3,2876.01,0,High Value Customers
79,4,1240.11,0,High Value Customers
39,2,692.19,1,Regular Customers
54,3,700.63,1,Regular Customers
9,3,377.44,1,Regular Customers
9,2,168.24,1,Regular Customers
19,4,1879.05,0,High Value Customers
12,7,2791.35,0,High Value Customers
113,2,355.11,1,Regular Customers
4,6,2322.4,0,High Value Customers
240,1,110.25,2,At-Risk Customers
113,1,71.4,1,Regular Customers
178,2,674.52,2,At-Risk Customers
5,9,1797.57,0,High Value Customers
1,5,1772.26,0,High Value Customers
17,3,834.99,1,Regular Customers
22,2,287.59,1,Regular Customers
33,1,712.78,1,Regular Customers
263,1,15.0,2,At-Risk Customers
51,2,818.8199999999999,1,Regular Customers
159,3,371.88,2,At-Risk Customers
15,1,271.2,1,Regular Customers
8,3,2273.1800000000003,0,High Value Customers
199,5,1143.27,2,At-Risk Customers
57,2,245.81,1,Regular Customers
11,2,182.77,1,Regular Customers
97,4,1225.41,0,High Value Customers
255,1,56.4,2,At-Risk Customers
25,3,665.86,1,Regular Customers
21,3,658.57,1,Regular Customers
159,2,188.02,2,At-Risk Customers
72,2,283.47,1,Regular Customers
53,1,131.94,1,Regular Customers
85,2,278.74,1,Regular Customers
153,4,1865.19,0,High Value Customers
74,2,1117.9,1,Regular Customers
281,1,225.9,2,At-Risk Customers
30,1,106.1,1,Regular Customers
25,1,323.04,1,Regular Customers
180,2,350.39,2,At-Risk Customers
40,4,697.9,1,Regular Customers
22,3,780.43,1,Regular Customers
37,9,1199.01,0,High Value Customers
82,3,1285.04,1,Regular Customers
74,1,512.31,1,Regular Customers
11,1,546.04,1,Regular Customers
13,4,732.16,1,Regular Customers
14,5,1770.8799999999999,0,High Value Customers
37,4,36.56,1,Regular Customers
4,3,387.68,1,Regular Customers
51,1,298.4,1,Regular Customers
5,5,1995.46,0,High Value Customers
23,4,1820.09,0,High Value Customers
299,1,889.24,2,At-Risk Customers
2,3,398.7,1,Regular Customers
33,1,35.400000000000006,1,Regular Customers
50,1,155.37,1,Regular Customers
3,3,350.64,1,Regular Customers
47,1,110.21000000000001,1,Regular Customers
42,8,1593.38,0,High Value Customers
27,5,2779.3,0,High Value Customers
42,1,338.8,1,Regular Customers
303,1,205.48,2,At-Risk Customers
107,1,51.559999999999995,1,Regular Customers
85,1,2033.1,1,Regular Customers
81,9,901.1999999999999,0,High Value Customers
218,4,605.8000000000001,2,At-Risk Customers
12,2,114.34,1,Regular Customers
185,2,311.26,2,At-Risk Customers
2,4,1418.03,0,High Value Customers
305,1,148.21,2,At-Risk Customers
3,8,2100.8,0,High Value Customers
324,1,330.9,2,At-Risk Customers
13,3,597.5,1,Regular Customers
143,1,329.65,2,At-Risk Customers
30,6,1197.1000000000001,0,High Value Customers
107,5,428.18,1,Regular Customers
205,1,155.9,2,At-Risk Customers
80,5,1859.16,0,High Value Customers
185,6,683.46,2,At-Risk Customers
170,1,237.61,2,At-Risk Customers
44,1,379.45,1,Regular Customers
174,1,178.51999999999998,2,At-Risk Customers
304,1,133.35000000000002,2,At-Risk Customers
3,4,671.77,1,Regular Customers
4,4,717.45,1,Regular Customers
12,1,190.19,1,Regular Customers
32,3,899.61,1,Regular Customers
129,1,111.35,1,Regular Customers
21,8,726.05,0,High Value Customers
212,2,203.87,2,At-Risk Customers
323,2,602.09,2,At-Risk Customers
162,1,203.85999999999999,2,At-Risk Customers
56,3,244.1,1,Regular Customers
225,1,112.25,2,At-Risk Customers
72,8,1119.81,0,High Value Customers
44,1,98.0,1,Regular Customers
23,1,256.32,1,Regular Customers
173,3,566.6,2,At-Risk Customers
85,2,152.06,1,Regular Customers
159,1,155.8,2,At-Risk Customers
190,2,112.19999999999999,2,At-Risk Customers
29,1,110.38,1,Regular Customers
21,1,191.67,1,Regular Customers
71,4,800.24,1,Regular Customers
247,1,72.9,2,At-Risk Customers
9,1,366.23,1,Regular Customers
310,5,311.01,2,At-Risk Customers
59,2,411.6,1,Regular Customers
4,1,336.43,1,Regular Customers
45,3,341.28,1,Regular Customers
88,1,1304.04,1,Regular Customers
64,4,826.52,1,Regular Customers
282,1,207.50000000000003,2,At-Risk Customers
12,7,2962.5,0,High Value Customers
133,2,397.29,1,Regular Customers
45,2,212.54,1,Regular Customers
11,4,843.0,1,Regular Customers
36,5,1740.48,0,High Value Customers
134,2,408.36,1,Regular Customers
29,3,1331.57,1,Regular Customers
52,2,704.25,1,Regular Customers
138,2,145.79,2,At-Risk Customers
5,1,389.84,1,Regular Customers
160,1,99.14,2,At-Risk Customers
131,1,304.56,1,Regular Customers
8,1,77.50000000000001,1,Regular Customers
233,2,149.57999999999998,2,At-Risk Customers
37,1,176.68,1,Regular Customers
147,1,358.56000000000006,2,At-Risk Customers
72,3,482.2,1,Regular Customers
40,3,1008.5400000000001,1,Regular Customers
199,4,557.3,2,At-Risk Customers
249,1,12.75,2,At-Risk Customers
66,1,111.68,1,Regular Customers
117,1,508.4599999999999,1,Regular Customers
171,1,73.78,2,At-Risk Customers
142,1,102.83,2,At-Risk Customers
32,2,471.7,1,Regular Customers
38,5,1098.43,0,High Value Customers
166,2,228.2,2,At-Risk Customers
211,1,582.59,2,At-Risk Customers
242,1,136.04,2,At-Risk Customers
52,1,337.04,1,Regular Customers
25,3,740.79,1,Regular Customers
29,1,288.14,1,Regular Customers
36,4,757.71,1,Regular Customers
166,3,811.45,2,At-Risk Customers
145,1,152.68,2,At-Risk Customers
22,1,634.95,1,Regular Customers
56,1,20.8,1,Regular Customers
185,1,198.57,2,At-Risk Customers
12,7,201.12,0,High Value Customers
237,3,630.84,2,At-Risk Customers
225,2,93.35,2,At-Risk Customers
122,4,678.49,1,Regular Customers
282,1,76.1,2,At-Risk Customers
74,8,1970.6699999999998,0,High Value Customers
37,2,382.06,1,Regular Customers
12,2,417.23,1,Regular Customers
4,2,249.72,1,Regular Customers
23,1,444.68,1,Regular Customers
70,9,2116.19,0,High Value Customers
235,1,257.34,2,At-Risk Customers
257,1,174.8,2,At-Risk Customers
155,2,187.29,2,At-Risk Customers
28,1,166.42,1,Regular Customers
4,1,120.03,1,Regular Customers
32,5,1483.56,0,High Value Customers
81,3,523.0,1,Regular Customers
108,2,122.14,1,Regular Customers
52,1,38.45,1,Regular Customers
36,1,668.11,1,Regular Customers
153,2,389.78,2,At-Risk Customers
99,1,115.31,1,Regular Customers
4,2,230.64999999999998,1,Regular Customers
65,1,97.97,1,Regular Customers
22,2,422.88,1,Regular Customers
36,3,730.4,1,Regular Customers
32,3,405.62,1,Regular Customers
154,6,70.02,1,Regular Customers
19,2,357.20000000000005,1,Regular Customers
54,1,165.04999999999998,1,Regular Customers
25,3,559.51,1,Regular Customers
4,10,2088.6,0,High Value Customers
45,1,189.4,1,Regular Customers
203,2,172.29000000000002,2,At-Risk Customers
71,1,300.02,1,Regular Customers
288,1,363.65,2,At-Risk Customers
10,1,170.16,1,Regular Customers
23,3,306.46,1,Regular Customers
22,10,2119.41,0,High Value Customers
173,3,720.52,2,At-Risk Customers
133,2,814.0,1,Regular Customers
75,1,318.0,1,Regular Customers
40,1,396.33,1,Regular Customers
289,1,101.69999999999999,2,At-Risk Customers
26,5,2036.67,0,High Value Customers
258,2,453.0,2,At-Risk Customers
186,1,247.44,2,At-Risk Customers
23,10,2611.75,0,High Value Customers
8,11,2633.0099999999998,0,High Value Customers
217,2,336.13,2,At-Risk Customers
19,2,1231.5,1,Regular Customers
36,3,343.45,1,Regular Customers
26,1,703.37,1,Regular Customers
16,1,90.47999999999999,1,Regular Customers
274,1,101.34,2,At-Risk Customers
61,1,167.67000000000002,1,Regular Customers
93,4,2106.52,0,High Value Customers
82,7,3017.3,0,High Value Customers
313,2,580.0500000000001,2,At-Risk Customers
12,3,911.15,1,Regular Customers
8,6,2697.8,0,High Value Customers
127,1,168.31,1,Regular Customers
11,2,223.65,1,Regular Customers
37,1,754.64,1,Regular Customers
38,1,113.48000000000002,1,Regular Customers
254,1,271.0,2,At-Risk Customers
20,1,236.3,1,Regular Customers
12,2,352.69,1,Regular Customers
290,1,220.1,2,At-Risk Customers
68,8,1418.03,0,High Value Customers
26,1,320.72,1,Regular Customers
214,1,111.15,2,At-Risk Customers
149,2,673.1,2,At-Risk Customers
8,6,1826.21,0,High Value Customers
24,2,589.4399999999999,1,Regular Customers
30,4,1142.99,1,Regular Customers
61,1,206.82999999999998,1,Regular Customers
19,3,348.73,1,Regular Customers
243,1,112.55000000000001,2,At-Risk Customers
15,3,1059.39,1,Regular Customers
212,1,931.4999999999999,2,At-Risk Customers
29,5,681.9100000000001,1,Regular Customers
63,3,784.33,1,Regular Customers
295,1,152.65,2,At-Risk Customers
157,2,1019.52,2,At-Risk Customers
117,2,1000.16,1,Regular Customers
13,4,2861.55,0,High Value Customers
141,2,160.35000000000002,2,At-Risk Customers
46,2,179.33999999999997,1,Regular Customers
51,3,612.0799999999999,1,Regular Customers
32,3,566.58,1,Regular Customers
135,2,653.35,1,Regular Customers
3,2,399.19,1,Regular Customers
75,3,371.62,1,Regular Customers
13,2,734.94,1,Regular Customers
9,2,453.4,1,Regular Customers
301,1,530.15,2,At-Risk Customers
57,2,638.0600000000001,1,Regular Customers
15,5,1618.69,0,High Value Customers
37,1,399.65000000000003,1,Regular Customers
177,1,302.46000000000004,2,At-Risk Customers
23,3,1384.8600000000001,1,Regular Customers
176,6,1169.94,0,High Value Customers
61,1,202.65,1,Regular Customers
33,3,980.31,1,Regular Customers
59,5,1231.31,0,High Value Customers
87,4,2106.84,0,High Value Customers
7,1,104.0,1,Regular Customers
31,6,1341.42,0,High Value Customers
129,4,1590.81,0,High Value Customers
9,6,1793.17,0,High Value Customers
5,6,1843.75,0,High Value Customers
24,1,382.8,1,Regular Customers
227,2,632.07,2,At-Risk Customers
15,1,49.8,1,Regular Customers
249,1,304.25,2,At-Risk Customers
15,3,2001.04,0,High Value Customers
78,2,1090.24,1,Regular Customers
192,2,284.46000000000004,2,At-Risk Customers
262,1,207.79999999999998,2,At-Risk Customers
72,1,957.97,1,Regular Customers
165,1,243.76,2,At-Risk Customers
82,1,973.8399999999999,1,Regular Customers
95,2,689.13,1,Regular Customers
106,1,163.8,1,Regular Customers
200,3,1396.99,2,At-Risk Customers
157,1,160.42000000000002,2,At-Risk Customers
71,3,1993.7,0,High Value Customers
36,2,517.36,1,Regular Customers
29,1,139.10000000000002,1,Regular Customers
2,6,2621.38,0,High Value Customers
26,5,600.07,1,Regular Customers
326,1,248.42,2,At-Risk Customers
237,1,232.48000000000002,2,At-Risk Customers
89,1,299.34000000000003,1,Regular Customers
31,1,481.75,1,Regular Customers
29,2,621.75,1,Regular Customers
211,2,662.08,2,At-Risk Customers
3,10,2069.77,0,High Value Customers
227,1,305.28000000000003,2,At-Risk Customers
22,5,1041.61,0,High Value Customers
93,1,443.0,1,Regular Customers
264,1,158.95000000000002,2,At-Risk Customers
218,1,93.75,2,At-Risk Customers
57,2,779.9,1,Regular Customers
9,7,2810.2000000000003,0,High Value Customers
192,5,2083.27,0,High Value Customers
82,4,592.97,1,Regular Customers
326,1,440.0,2,At-Risk Customers
72,3,1796.48,0,High Value Customers
30,6,882.24,0,High Value Customers
3,5,987.1,0,High Value Customers
219,5,1561.6100000000001,0,High Value Customers
46,1,422.58,1,Regular Customers
72,4,2232.4900000000002,0,High Value Customers
7,7,2567.06,0,High Value Customers
24,2,596.1,1,Regular Customers
123,2,804.02,1,Regular Customers
17,1,95.34,1,Regular Customers
310,1,349.27,2,At-Risk Customers
51,2,526.67,1,Regular Customers
89,1,103.3,1,Regular Customers
39,8,2337.63,0,High Value Customers
25,3,2338.6000000000004,0,High Value Customers
173,6,2643.2000000000003,0,High Value Customers
43,2,324.24,1,Regular Customers
140,1,149.48,2,At-Risk Customers
26,3,1213.1599999999999,1,Regular Customers
72,2,801.51,1,Regular Customers
134,1,25.5,2,At-Risk Customers
38,2,283.15,1,Regular Customers
2,3,204.0,1,Regular Customers
30,1,175.92,1,Regular Customers
44,1,335.86,1,Regular Customers
58,1,110.38,1,Regular Customers
74,1,173.9,1,Regular Customers
278,1,180.60000000000002,2,At-Risk Customers
181,1,80.82,2,At-Risk Customers
8,2,178.05,1,Regular Customers
43,3,1837.28,0,High Value Customers
